Protein,Protein Description,Protein Gene,A01-511-84A-C4-001 Sum Normalized Area,A02-Hoof17-002 Sum Normalized Area,A03-304-75B-B4-003 Sum Normalized Area,A04-450-08A-C7-004 Sum Normalized Area,A05-051-21B-D6-005 Sum Normalized Area,A06-510-08B-C8-006 Sum Normalized Area,A07-912-46A-A9-007 Sum Normalized Area,A08-492-84B-B8-008 Sum Normalized Area,A09-159-21A-D7-009 Sum Normalized Area,A10-990-46B-A8-010 Sum Normalized Area,A11-EISAIPool-011 Sum Normalized Area,A12-278-75A-B6-012 Sum Normalized Area,B01-041-40B-B1-013 Sum Normalized Area,B02-934-43A-A2-014 Sum Normalized Area,B03-959-40A-A5-015 Sum Normalized Area,B04-EISAIPool-016 Sum Normalized Area,B05-334-76A-B9-017 Sum Normalized Area,B06-GWPool-018 Sum Normalized Area,B07-168-16A-D3-019 Sum Normalized Area,B08-009-43B-A3-020 Sum Normalized Area,B09-316-76B-C3-021 Sum Normalized Area,B10-062-16B-D5-022 Sum Normalized Area,B11-Hoof17-023 Sum Normalized Area,B12-GWPool-024 Sum Normalized Area,C01-027-37B-B3-025 Sum Normalized Area,C02-907-45A-B2-026 Sum Normalized Area,C03-EISAIPool-027 Sum Normalized Area,C04-155-17A-D1-028 Sum Normalized Area,C05-166-20A-D8-029 Sum Normalized Area,C06-249-64B-B5-030 Sum Normalized Area,C07-985-45B-A1-031 Sum Normalized Area,C08-Hoof17-032 Sum Normalized Area,C09-956-37A-A6-033 Sum Normalized Area,C10-216-64A-C2-034 Sum Normalized Area,C11-056-20B-D9-035 Sum Normalized Area,C12-046-17B-C9-036 Sum Normalized Area,D01-GWPool-037 Sum Normalized Area,D02-039-25B-D2-038 Sum Normalized Area,D03-043-24B-C5-039 Sum Normalized Area,D04-084-86A-C1-040 Sum Normalized Area,D05-EISAIPool-041 Sum Normalized Area,D06-152-24A-D4-042 Sum Normalized Area,D07-099-86B-B7-043 Sum Normalized Area,D08-880-56A-A7-044 Sum Normalized Area,D09-GWPool-045 Sum Normalized Area,D10-143-25A-C6-046 Sum Normalized Area,D11-970-56B-A4-047 Sum Normalized Area,D12-Hoof17-048 Sum Normalized Area
sp|P50990|TCPQ_HUMAN,T-complex protein 1 subunit theta OS=Homo sapiens OX=9606 GN=CCT8 PE=1 SV=4,CCT8,8.5892E+4,1.9342E+5,5.8123E+4,4.2680E+4,9.5352E+4,7.2545E+4,6.8015E+4,3.4292E+4,5.8827E+4,4.5089E+4,5.4446E+4,5.9785E+4,1.4655E+5,1.0978E+5,4.3198E+4,5.6044E+4,2.6384E+4,9.0187E+4,4.6920E+4,3.2769E+4,5.5980E+4,5.4401E+4,2.7020E+5,2.1280E+5,9.8494E+4,5.7947E+4,6.7510E+4,6.2693E+4,4.2420E+4,8.5649E+4,3.0939E+4,2.2161E+5,5.5610E+4,7.2154E+4,5.9334E+4,2.8613E+4,7.9175E+4,2.6240E+4,4.3883E+4,2.3385E+4,3.8174E+4,6.8449E+4,1.9455E+4,3.4899E+4,1.0783E+5,5.2816E+4,8.7385E+4,2.1724E+5
sp|P55283|CADH4_HUMAN,Cadherin-4 OS=Homo sapiens OX=9606 GN=CDH4 PE=1 SV=2,CDH4,1.3893E+5,1.6482E+5,1.5954E+5,1.1759E+5,1.6269E+5,1.5407E+5,1.3541E+5,1.2991E+5,1.4457E+5,1.0476E+5,1.3023E+5,1.3765E+5,1.0084E+5,1.4852E+5,1.8399E+5,1.3865E+5,1.1004E+5,1.6669E+5,1.2949E+5,1.6629E+5,1.3261E+5,1.4331E+5,2.1187E+5,1.8768E+5,9.4883E+4,1.4786E+5,1.3975E+5,1.7515E+5,1.3492E+5,1.7691E+5,1.5431E+5,1.9771E+5,6.4339E+4,1.9997E+5,1.3938E+5,1.4875E+5,1.5189E+5,1.1924E+5,8.9110E+4,1.1297E+5,1.2089E+5,1.0727E+5,1.2497E+5,1.1287E+5,1.3824E+5,1.2758E+5,1.5183E+5,1.7904E+5
sp|Q8IUK5|PLDX1_HUMAN,Plexin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=PLXDC1 PE=1 SV=2,PLXDC1,1.0701E+6,2.5464E+6,2.9444E+6,1.9861E+6,2.4584E+6,2.7201E+6,2.0839E+6,1.4103E+6,2.9987E+6,1.9249E+6,2.3069E+6,2.9001E+6,2.3822E+6,2.0527E+6,2.4967E+6,2.1600E+6,2.4134E+6,1.6267E+6,2.8896E+6,2.2925E+6,2.7811E+6,3.1070E+6,2.4239E+6,1.7503E+6,1.9276E+6,1.5598E+6,2.4078E+6,2.2559E+6,2.4218E+6,4.6650E+6,1.2535E+6,3.0583E+6,2.0498E+6,4.4259E+6,2.7170E+6,2.4139E+6,1.5958E+6,3.6784E+6,2.0687E+6,1.5933E+6,1.7599E+6,1.6273E+6,1.6348E+6,1.8981E+6,1.9243E+6,3.4927E+6,3.6194E+6,3.2132E+6
sp|Q8TDW7|FAT3_HUMAN,Protocadherin Fat 3 OS=Homo sapiens OX=9606 GN=FAT3 PE=1 SV=3,FAT3,4.1770E+4,9.7490E+4,5.1850E+4,3.9667E+4,4.5644E+4,6.1702E+4,4.8244E+4,5.2849E+4,6.7316E+4,3.1336E+4,5.1487E+4,4.9971E+4,4.5208E+4,5.7750E+4,5.9027E+4,5.5846E+4,6.4090E+4,4.8758E+4,4.5431E+4,7.2905E+4,7.5371E+4,6.0713E+4,1.0892E+5,7.4652E+4,4.8840E+4,4.6439E+4,3.7669E+4,5.0666E+4,4.1360E+4,6.7218E+4,4.5781E+4,9.0108E+4,4.6255E+4,4.8845E+4,4.0588E+4,4.5300E+4,6.1796E+4,6.7360E+4,6.0311E+4,3.7457E+4,3.6250E+4,3.5451E+4,3.2424E+4,3.4430E+4,6.1249E+4,7.6502E+4,8.3129E+4,9.9699E+4
sp|Q9H8M5|CNNM2_HUMAN,Metal transporter CNNM2 OS=Homo sapiens OX=9606 GN=CNNM2 PE=1 SV=2,CNNM2,3.0823E+3,1.7595E+3,5.6446E+3,2.4253E+3,2.0254E+3,2.9383E+3,3.7891E+3,4.8427E+3,2.6306E+3,8.9826E+2,1.3646E+3,2.0821E+3,4.3650E+3,2.1006E+3,2.7224E+3,2.7865E+3,3.6248E+3,1.1319E+3,2.2139E+3,2.8649E+3,4.6373E+3,3.2669E+3,2.4518E+3,9.4363E+1,4.4203E+3,2.7654E+3,5.5908E+3,2.0510E+3,8.1768E+3,5.1436E+3,1.0576E+3,2.8872E+3,1.4843E+3,3.1523E+3,2.7494E+3,5.0001E+2,1.0347E+3,2.4182E+3,3.0032E+3,3.6902E+3,3.2851E+3,3.0703E+3,1.7503E+3,3.6214E+3,4.8673E+2,2.3987E+3,1.5240E+3,4.9465E+3
sp|Q9Y5F6|PCDGM_HUMAN,Protocadherin gamma-C5 OS=Homo sapiens OX=9606 GN=PCDHGC5 PE=1 SV=1,PCDHGC5,9.0425E+5,1.5833E+6,1.6440E+6,9.6019E+5,1.2738E+6,1.4121E+6,1.5388E+6,8.8266E+5,1.5827E+6,1.1482E+6,1.4250E+6,1.5089E+6,1.2335E+6,1.2862E+6,2.0521E+6,1.2993E+6,1.1583E+6,9.6174E+5,1.5999E+6,1.3475E+6,1.3544E+6,1.6504E+6,1.3729E+6,1.1129E+6,6.7495E+5,1.0618E+6,1.2780E+6,1.3614E+6,1.2592E+6,2.3940E+6,8.9025E+5,1.5045E+6,6.1980E+5,1.9964E+6,1.0426E+6,1.2133E+6,7.9277E+5,1.4422E+6,9.8371E+5,7.0096E+5,1.0077E+6,6.8878E+5,6.7666E+5,8.0674E+5,1.0056E+6,1.5656E+6,1.8576E+6,1.4784E+6
sp|A4D126|ISPD_HUMAN,D-ribitol-5-phosphate cytidylyltransferase OS=Homo sapiens OX=9606 GN=CRPPA PE=1 SV=2,CRPPA,5.3337E+3,1.6567E+4,1.6998E+4,9.0285E+3,7.0625E+3,1.0393E+4,1.7709E+4,1.0654E+4,1.5588E+4,2.3542E+4,8.9272E+3,1.7404E+4,1.0005E+4,1.4643E+4,2.0022E+4,1.2789E+4,6.6722E+3,1.2577E+4,1.2172E+4,5.7596E+3,1.4495E+4,1.9775E+4,1.1551E+4,1.6605E+4,1.8751E+4,8.3343E+3,1.0075E+4,1.3336E+4,5.9188E+3,1.8749E+4,1.2607E+4,9.6047E+3,1.9176E+4,5.4439E+3,1.1008E+4,1.0312E+4,9.3393E+3,1.6061E+4,1.0522E+4,2.4381E+4,6.5892E+3,8.0580E+3,4.9936E+3,8.6466E+3,1.0616E+4,7.5957E+3,2.4416E+4,8.7118E+3
sp|O00170|AIP_HUMAN,AH receptor-interacting protein OS=Homo sapiens OX=9606 GN=AIP PE=1 SV=3,AIP,4.2842E+3,6.9264E+3,2.2466E+3,5.7833E+3,3.4936E+3,4.5407E+3,6.7174E+2,4.1600E+3,9.9425E+2,6.3130E+2,1.9573E+3,2.6082E+3,1.2870E+4,1.9887E+3,5.0783E+2,3.1204E+3,3.9175E+2,1.3852E+3,1.0433E+3,3.9578E+3,6.8100E+2,3.8717E+3,3.0527E+3,7.5777E+2,1.4914E+3,9.4725E+2,2.6250E+3,1.5509E+3,3.6086E+3,1.0100E+4,6.8290E+3,8.1531E+3,3.8808E+3,1.7683E+3,2.6807E+3,1.9201E+3,6.2587E+2,1.3882E+3,4.6712E+3,6.6336E+2,3.0222E+3,7.7698E+2,2.1275E+3,1.8171E+3,2.5769E+3,1.1553E+3,3.8698E+3,8.9423E+3
sp|O43323|DHH_HUMAN,Desert hedgehog protein OS=Homo sapiens OX=9606 GN=DHH PE=1 SV=1,DHH,9.9815E+4,1.1387E+5,1.2040E+5,6.3551E+4,8.0369E+4,1.2118E+5,1.1772E+5,1.1375E+5,8.4525E+4,1.0782E+5,1.0206E+5,1.2314E+5,5.4364E+4,6.4310E+4,7.7724E+4,1.1350E+5,1.4479E+5,6.0259E+4,6.8189E+4,9.1591E+4,1.3782E+5,8.4712E+4,1.2437E+5,4.8918E+4,1.4017E+5,8.7583E+4,1.1521E+5,1.2161E+5,1.1441E+5,9.9849E+4,8.9545E+4,1.2896E+5,1.5948E+5,8.2709E+4,1.0675E+5,7.7049E+4,4.2530E+4,1.4006E+5,1.7532E+5,1.1237E+5,9.4456E+4,1.2864E+5,9.8614E+4,8.8092E+4,4.6739E+4,1.2734E+5,9.7390E+4,1.0761E+5
sp|O43852|CALU_HUMAN,Calumenin OS=Homo sapiens OX=9606 GN=CALU PE=1 SV=2,CALU,1.2463E+4,5.0088E+3,4.2909E+3,2.4838E+3,2.0378E+3,1.5169E+3,2.8810E+3,3.0800E+3,2.1433E+3,3.2393E+3,1.9840E+3,3.2871E+3,1.5788E+3,1.5242E+2,4.3814E+2,2.4445E+3,1.3610E+3,2.3247E+3,1.9774E+3,1.5327E+3,1.4507E+3,2.5311E+3,3.0393E+3,2.9871E+3,3.9965E+3,1.4818E+3,2.8550E+3,2.9758E+3,2.8684E+3,1.0041E+3,2.9827E+3,6.4890E+3,2.6390E+3,3.3669E+3,1.0716E+2,9.3759E+2,1.1274E+3,4.5820E+3,1.5061E+3,3.4060E+3,9.1281E+2,2.0923E+3,1.2884E+3,8.1120E+2,2.0961E+3,3.2792E+3,9.3841E+2,5.1541E+3
sp|P07602|SAP_HUMAN,Prosaposin OS=Homo sapiens OX=9606 GN=PSAP PE=1 SV=2,PSAP,4.2894E+6,2.2682E+6,4.1810E+6,2.5191E+6,3.6407E+6,2.9102E+6,2.6559E+6,3.7275E+6,3.6386E+6,2.3361E+6,3.2118E+6,4.0774E+6,2.2969E+6,2.5924E+6,4.4479E+6,3.4964E+6,2.9065E+6,1.6825E+6,4.0866E+6,3.0154E+6,3.3659E+6,5.1739E+6,1.9859E+6,1.7898E+6,2.2908E+6,3.2145E+6,3.5619E+6,3.5275E+6,3.1175E+6,3.0626E+6,3.2323E+6,2.1309E+6,2.1311E+6,3.0305E+6,3.0671E+6,3.6014E+6,1.7497E+6,2.9612E+6,3.5216E+6,1.8534E+6,2.8114E+6,2.3888E+6,1.7179E+6,3.0980E+6,1.3674E+6,3.5825E+6,4.5277E+6,2.0191E+6
sp|P11586|C1TC_HUMAN,"C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=MTHFD1 PE=1 SV=4",MTHFD1,2.7124E+4,3.8901E+4,1.8987E+4,5.9603E+3,2.1483E+4,1.3101E+4,8.5396E+3,9.2675E+3,1.4758E+4,6.6806E+3,9.9496E+3,9.1387E+3,1.1723E+4,3.8074E+3,6.7498E+3,1.0869E+4,5.3434E+3,1.5303E+4,5.5125E+3,8.1378E+3,7.5792E+3,9.9645E+3,3.7194E+4,9.4133E+3,8.1965E+3,4.5886E+3,4.2330E+3,7.0016E+3,5.0602E+3,9.5173E+3,6.2728E+3,3.4608E+4,1.2520E+4,1.0642E+4,6.6595E+3,5.2793E+3,8.3877E+3,1.0124E+4,8.4933E+3,7.1236E+3,3.3954E+3,6.9478E+3,9.0379E+3,4.6123E+3,1.1488E+4,1.1607E+4,8.8239E+3,4.4351E+4
sp|P20042|IF2B_HUMAN,Eukaryotic translation initiation factor 2 subunit 2 OS=Homo sapiens OX=9606 GN=EIF2S2 PE=1 SV=2,EIF2S2,2.2179E+5,8.3533E+4,8.5915E+4,3.6166E+4,5.5255E+4,5.2606E+4,2.5624E+4,2.8989E+4,2.2220E+4,1.9744E+4,1.9054E+4,2.8452E+4,2.6761E+4,2.0409E+4,1.7702E+4,2.4630E+4,1.3258E+4,1.3096E+4,2.2020E+4,1.5951E+4,1.4361E+4,1.6424E+4,2.2898E+4,2.8262E+4,2.5381E+4,1.9262E+4,1.8580E+4,1.9899E+4,2.1384E+4,2.4088E+4,1.6776E+4,2.7192E+4,3.1385E+4,2.6991E+4,1.9587E+4,2.2239E+4,1.4366E+4,2.1585E+4,2.0700E+4,1.2130E+4,2.1137E+4,2.2373E+4,1.2743E+4,1.6252E+4,2.3708E+4,2.2628E+4,3.1237E+4,3.4891E+4
sp|P35527|K1C9_HUMAN,"Keratin, type I cytoskeletal 9 OS=Homo sapiens OX=9606 GN=KRT9 PE=1 SV=3",KRT9,1.2905E+7,4.1333E+6,2.7730E+7,1.0778E+7,7.0221E+6,1.5376E+7,1.8455E+7,5.0319E+7,3.4153E+7,8.8653E+6,2.5796E+7,2.3349E+7,2.1215E+7,1.3715E+7,2.7604E+7,8.2518E+6,2.0218E+7,9.0506E+6,3.5695E+7,1.8992E+7,1.8258E+7,1.5880E+7,1.2823E+7,3.1789E+6,2.6571E+7,1.0750E+7,2.6464E+7,1.7466E+7,3.0241E+7,1.6809E+7,2.3835E+7,1.7285E+7,1.9533E+7,2.8004E+7,1.7997E+7,1.6623E+7,7.1786E+6,2.9113E+7,1.9783E+7,1.8763E+7,9.3180E+6,6.2504E+7,1.3884E+7,2.9880E+7,4.6842E+6,2.9015E+7,2.9160E+7,7.2411E+6
sp|P62136|PP1A_HUMAN,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit OS=Homo sapiens OX=9606 GN=PPP1CA PE=1 SV=1,PPP1CA,3.6942E+3,2.1231E+4,3.4760E+3,4.7546E+3,5.5004E+3,5.9913E+3,1.7826E+3,8.6897E+3,4.6634E+3,5.3147E+3,5.7874E+3,4.6270E+3,4.5958E+3,5.2814E+3,4.4176E+3,3.3870E+3,5.0752E+3,5.7003E+3,5.1881E+3,5.1815E+3,3.3842E+3,6.9512E+3,1.1219E+4,3.9634E+3,2.2950E+3,3.1164E+3,2.7405E+3,4.2621E+3,2.9781E+3,5.3221E+3,2.0434E+3,1.6615E+4,6.5274E+3,4.4024E+3,5.1661E+3,4.5249E+3,3.5557E+3,4.6074E+3,7.2989E+3,4.3191E+3,2.8159E+3,6.3197E+3,4.0860E+3,2.0025E+3,5.4336E+3,4.9130E+3,3.1195E+3,8.7801E+3
sp|P62140|PP1B_HUMAN,Serine/threonine-protein phosphatase PP1-beta catalytic subunit OS=Homo sapiens OX=9606 GN=PPP1CB PE=1 SV=3,PPP1CB,1.7942E+4,3.3902E+4,2.7917E+4,1.4169E+4,2.0731E+4,2.2907E+4,1.6322E+4,2.1353E+4,2.5726E+4,1.7695E+4,1.4190E+4,2.0704E+4,2.2504E+4,1.3115E+4,2.0274E+4,2.4476E+4,1.3895E+4,1.7412E+4,2.5162E+4,2.1057E+4,3.6358E+4,2.1177E+4,3.8123E+4,1.8769E+4,2.5311E+4,2.5247E+4,1.1745E+4,1.4571E+4,1.6467E+4,2.3238E+4,1.3869E+4,4.3798E+4,2.1175E+4,2.3233E+4,2.0236E+4,2.3095E+4,2.8441E+4,1.7210E+4,2.6037E+4,1.7023E+4,9.2442E+3,1.5018E+4,1.2739E+4,1.6596E+4,2.2817E+4,2.0634E+4,4.0402E+4,5.8860E+4
sp|P62304|RUXE_HUMAN,Small nuclear ribonucleoprotein E OS=Homo sapiens OX=9606 GN=SNRPE PE=1 SV=1,SNRPE,1.5438E+3,4.6779E+3,1.5303E+3,1.2888E+3,1.5036E+3,8.6974E+2,9.9233E+2,1.6216E+3,1.8752E+3,8.5418E+2,1.5436E+3,1.4130E+3,1.7601E+3,4.4694E+2,1.4561E+4,9.2580E+2,1.1594E+3,1.2540E+3,6.9380E+2,1.4771E+3,9.8374E+2,9.0865E+0,1.5171E+3,5.7031E+2,4.9471E+2,2.6660E+2,4.8548E+2,4.2604E+2,1.8566E+3,1.8482E+3,1.0497E+3,1.7993E+3,2.8807E+3,5.7201E+2,1.1166E+3,1.1425E+3,9.1237E+2,6.5926E+1,2.4430E+2,2.7752E+2,0.0000E+0,3.9167E+2,2.3050E+2,2.8506E+2,2.1423E+3,5.9291E+2,1.0767E+3,1.7996E+3
sp|Q13219|PAPP1_HUMAN,Pappalysin-1 OS=Homo sapiens OX=9606 GN=PAPPA PE=1 SV=3,PAPPA,6.6138E+3,1.1960E+4,1.0741E+4,4.4580E+3,6.3924E+3,4.2448E+3,4.3350E+3,7.9451E+3,6.0114E+3,5.9987E+3,8.5498E+3,1.1703E+4,6.6894E+3,5.0671E+3,6.4515E+3,1.0221E+4,1.0267E+4,1.6009E+3,8.1869E+3,7.7457E+3,1.6335E+4,5.0648E+3,1.6510E+4,1.4671E+3,9.9472E+3,5.6823E+3,7.8420E+3,8.1864E+3,6.3842E+3,5.9573E+3,3.6947E+3,1.0060E+4,1.7193E+4,4.3578E+3,5.5461E+3,7.7214E+3,2.9212E+3,1.4499E+4,1.1195E+4,4.9197E+3,4.4672E+3,3.7063E+3,5.6645E+3,4.7918E+3,1.6511E+3,4.6617E+3,9.1830E+3,8.5333E+3
sp|Q13790|APOF_HUMAN,Apolipoprotein F OS=Homo sapiens OX=9606 GN=APOF PE=1 SV=2,APOF,2.8394E+5,4.0698E+5,2.7619E+5,1.6861E+5,1.3657E+5,1.8913E+5,6.9759E+4,3.0487E+5,1.3231E+5,8.5356E+4,2.2855E+5,2.5217E+5,8.2331E+5,1.5611E+5,7.9116E+4,2.3254E+5,2.0422E+5,1.8335E+5,6.0939E+4,1.6640E+5,2.1838E+5,8.7528E+4,3.0252E+5,2.5892E+5,8.4641E+5,9.7555E+4,2.0353E+5,1.7165E+5,7.2521E+4,1.0539E+5,6.6065E+4,4.8462E+5,5.5308E+5,1.4907E+5,1.0055E+5,1.5602E+5,2.0183E+5,3.0315E+5,2.0255E+5,3.0010E+5,2.1904E+5,1.1635E+5,2.5317E+5,1.2279E+5,1.9017E+5,2.4347E+5,2.0330E+5,4.4059E+5
sp|Q16720|AT2B3_HUMAN,Plasma membrane calcium-transporting ATPase 3 OS=Homo sapiens OX=9606 GN=ATP2B3 PE=1 SV=3,ATP2B3,2.6331E+5,1.4009E+5,2.2469E+5,1.5367E+5,2.0646E+5,2.1515E+5,1.9508E+5,2.5331E+5,1.9025E+5,1.3933E+5,1.8000E+5,1.6431E+5,1.8745E+5,1.8551E+5,1.7873E+5,1.5251E+5,1.2447E+5,3.0509E+5,2.2938E+5,1.8496E+5,1.3616E+5,2.8973E+5,1.2019E+5,3.4678E+5,1.3255E+5,1.1816E+5,1.6788E+5,1.9441E+5,1.7418E+5,1.0855E+5,1.2686E+5,1.4358E+5,1.2270E+5,1.1217E+5,1.6888E+5,1.5428E+5,3.0471E+5,1.2217E+5,1.9658E+5,1.1499E+5,1.6631E+5,1.5315E+5,1.2235E+5,1.8572E+5,3.1222E+5,1.2104E+5,2.0865E+5,1.4655E+5
sp|Q86YD5|LRAD3_HUMAN,Low-density lipoprotein receptor class A domain-containing protein 3 OS=Homo sapiens OX=9606 GN=LDLRAD3 PE=1 SV=3,LDLRAD3,9.2526E+4,2.0285E+5,2.7966E+5,1.4190E+5,2.2218E+5,2.1900E+5,1.3471E+5,1.2967E+5,2.3118E+5,1.2062E+5,1.3481E+5,2.5376E+5,1.2060E+5,1.6514E+5,1.1627E+5,1.4676E+5,1.0310E+5,3.9385E+4,1.1246E+5,1.8461E+5,1.4645E+5,1.6882E+5,1.7968E+5,4.0435E+4,1.1500E+5,5.5156E+4,1.0615E+5,1.9983E+5,1.9099E+5,2.8018E+5,6.2207E+4,2.6626E+5,1.3615E+5,2.6022E+5,1.8150E+5,1.2336E+5,2.8443E+4,1.4596E+5,1.4639E+5,8.7680E+4,1.1310E+5,1.1906E+5,9.9162E+4,1.1272E+5,3.8124E+4,2.0964E+5,2.2953E+5,2.5685E+5
sp|Q8WWY7|WFD12_HUMAN,WAP four-disulfide core domain protein 12 OS=Homo sapiens OX=9606 GN=WFDC12 PE=1 SV=1,WFDC12,2.3999E+3,4.3094E+3,8.1365E+3,1.7968E+3,7.3510E+3,8.7860E+3,9.2588E+3,1.2347E+4,5.8050E+3,6.6944E+3,6.4836E+3,1.0917E+4,6.3292E+3,9.7182E+3,6.4344E+4,1.1425E+4,1.0816E+4,1.0628E+4,1.1212E+4,8.4649E+3,1.3604E+4,9.0291E+3,5.6974E+3,7.4340E+3,8.4380E+3,7.7131E+3,6.4188E+3,9.1380E+3,6.7627E+3,8.3675E+3,7.2190E+3,8.1452E+3,9.1933E+3,1.3209E+4,3.9682E+3,4.7762E+3,4.9209E+3,1.0013E+4,7.3208E+3,6.6656E+3,7.2766E+3,1.1480E+4,4.1574E+3,4.3260E+3,4.6968E+3,9.3721E+3,1.0569E+4,8.6391E+3
sp|Q96MM7|H6ST2_HUMAN,Heparan-sulfate 6-O-sulfotransferase 2 OS=Homo sapiens OX=9606 GN=HS6ST2 PE=1 SV=2,HS6ST2,1.5292E+5,4.7690E+5,4.2982E+5,2.2981E+5,2.9631E+5,4.1715E+5,5.0575E+5,1.3011E+5,3.3867E+5,3.4958E+5,3.7030E+5,3.3210E+5,3.0752E+5,3.8799E+5,4.2650E+5,3.5580E+5,2.3833E+5,3.6779E+4,2.6841E+5,5.5264E+5,3.2796E+5,5.0354E+5,4.3944E+5,3.9803E+4,2.7428E+5,3.5718E+5,3.3531E+5,4.8274E+5,2.5415E+5,6.6988E+5,1.9401E+5,4.1906E+5,2.2493E+5,4.2019E+5,3.5730E+5,4.0196E+5,3.6855E+4,5.9981E+5,2.5654E+5,2.6177E+5,2.5984E+5,1.4516E+5,2.3645E+5,2.3416E+5,6.1265E+4,3.9388E+5,3.7076E+5,4.7860E+5
sp|Q9H3S1|SEM4A_HUMAN,Semaphorin-4A OS=Homo sapiens OX=9606 GN=SEMA4A PE=1 SV=2,SEMA4A,1.5488E+4,1.8243E+4,1.1951E+4,4.8424E+3,1.5457E+4,6.5370E+3,5.3710E+3,5.8124E+3,9.2819E+3,7.8066E+3,7.8401E+3,9.3479E+3,6.4859E+3,4.0019E+3,1.7081E+4,4.3564E+3,3.9711E+3,1.8834E+4,9.0592E+3,2.8706E+3,8.3812E+3,1.2619E+4,1.7515E+4,1.6131E+4,2.6015E+3,7.4595E+3,4.9924E+3,9.2892E+3,5.8328E+3,8.9858E+3,1.4019E+4,1.4907E+4,8.5496E+3,7.7578E+3,5.6479E+3,9.7690E+3,1.5028E+4,6.5696E+3,1.3145E+4,8.6138E+3,9.2605E+3,4.8418E+3,1.3731E+4,9.7800E+3,2.4597E+4,2.8731E+3,1.0361E+4,1.8407E+4
sp|A0A183|LCE6A_HUMAN,Late cornified envelope protein 6A OS=Homo sapiens OX=9606 GN=LCE6A PE=1 SV=1,LCE6A,6.1620E+2,6.5716E+2,1.4147E+3,1.4624E+3,5.1524E+2,1.0362E+3,9.0100E+2,1.0073E+3,5.7601E+2,3.1574E+2,2.4181E+3,7.6897E+2,1.1730E+3,6.5572E+2,1.4643E+4,1.5226E+3,1.6620E+3,1.0666E+3,9.8877E+2,1.3806E+3,1.4709E+3,3.8521E+2,7.3553E+2,2.1019E+3,6.9184E+2,8.7261E+2,2.8306E+3,1.3948E+3,9.8471E+2,4.8197E+2,2.1398E+3,1.4384E+3,2.9952E+1,5.8552E+2,1.1788E+3,1.1234E+2,1.8229E+3,8.9532E+2,1.0668E+3,1.3673E+3,1.9118E+2,1.6240E+3,8.6719E+2,1.6975E+3,2.6487E+2,3.8382E+2,1.9634E+3,9.3062E+2
sp|O15145|ARPC3_HUMAN,Actin-related protein 2/3 complex subunit 3 OS=Homo sapiens OX=9606 GN=ARPC3 PE=1 SV=3,ARPC3,5.0213E+4,1.2087E+5,3.6032E+4,2.1004E+4,4.2497E+4,2.8186E+4,2.6709E+4,3.6520E+4,2.4335E+4,1.1357E+4,4.2642E+4,2.5149E+4,4.8588E+4,2.1160E+4,3.1783E+4,2.2134E+4,3.2318E+4,7.5216E+4,2.4382E+4,1.9797E+4,2.2184E+4,3.3362E+4,1.6530E+5,7.0994E+4,2.3678E+4,2.5885E+4,3.5057E+4,2.6434E+4,3.7161E+4,4.7611E+4,2.4872E+4,1.4248E+5,3.0292E+4,2.0971E+4,3.2553E+4,2.8688E+4,5.7711E+4,3.6476E+4,4.4939E+4,1.4801E+4,2.1551E+4,2.0905E+4,1.3249E+4,2.0150E+4,7.1883E+4,4.3256E+4,5.5824E+4,1.9710E+5
sp|O15204|ADEC1_HUMAN,ADAM DEC1 OS=Homo sapiens OX=9606 GN=ADAMDEC1 PE=1 SV=2,ADAMDEC1,2.5193E+5,1.0239E+5,1.5549E+5,1.2779E+5,1.7216E+5,2.7394E+5,1.9164E+5,2.6375E+5,7.3254E+4,1.1941E+5,1.2455E+5,1.0122E+5,1.4250E+5,1.7126E+5,1.2693E+5,2.6476E+5,2.1708E+5,3.2910E+5,1.9199E+5,8.0315E+4,2.6236E+5,1.3071E+5,1.1139E+5,4.9863E+5,1.5851E+5,2.0135E+5,2.2342E+5,1.8447E+5,2.0458E+5,1.0233E+5,2.3068E+5,4.5914E+5,2.1581E+5,1.3388E+5,2.0574E+5,2.0658E+5,5.0830E+5,2.6522E+5,1.0152E+5,2.0997E+5,2.3385E+5,1.3546E+5,1.7543E+5,2.9600E+5,8.7909E+5,1.4621E+5,9.6026E+4,1.2166E+5
sp|O60909|B4GT2_HUMAN,"Beta-1,4-galactosyltransferase 2 OS=Homo sapiens OX=9606 GN=B4GALT2 PE=1 SV=1",B4GALT2,2.0840E+5,2.4819E+5,4.3499E+5,1.7245E+5,3.4700E+5,3.3558E+5,3.5294E+5,2.1782E+5,4.4567E+5,2.6449E+5,2.9796E+5,4.3712E+5,3.1377E+5,4.0275E+5,3.9321E+5,2.7880E+5,2.9399E+5,1.5596E+5,3.3298E+5,4.1628E+5,3.4647E+5,4.2106E+5,2.2176E+5,1.9682E+5,2.7187E+5,1.3953E+5,3.2145E+5,3.7847E+5,2.1114E+5,6.2059E+5,1.9030E+5,2.8036E+5,2.6535E+5,5.1433E+5,2.3746E+5,3.0867E+5,1.2738E+5,4.6416E+5,2.3427E+5,2.9303E+5,2.6301E+5,2.2694E+5,2.3730E+5,2.1916E+5,2.7140E+5,3.7102E+5,4.7526E+5,3.2145E+5
